--- Page 28 ---
1| Character: 'ç' | Code: 231 | Mapped: 'ח'
706| Character: ' ' | Code: 32 | Mapped: ' '
707| Character: '‰' | Code: 8240 | Mapped: 'ה'
708| Character: 'Ó' | Code: 211 | Mapped: 'מ'
709| Character: ' ' | Code: 32 | Mapped: ' '
710| Character: 'Ì' | Code: 204 | Mapped: 'ם'
711| Character: '‚' | Code: 8218 | Mapped: 'ג'
712| Character: ' ' | Code: 32 | Mapped: ' '
713| Character: 'Â' | Code: 194 | Mapped: 'ו'
714| Character: '‰' | Code: 8240 | Mapped: 'ה'
715| Character: 'Ê' | Code: 202 | Mapped: 'ז'
716| Character: 'Â' | Code: 194 | Mapped: 'ו'
717| Character: ' ' | Code: 32 | Mapped: ' '
718| Character: '.' | Code: 46 | Mapped: '.'
719| Character: 'Ô' | Code: 212 | Mapped: 'ן'
720| Character: 'Â' | Code: 194 | Mapped: 'ו'
721| Character: '˙' | Code: 729 | Mapped: 'ת'
722| Character: 'Á' | Code: 193 | Mapped: 'ח'
723| Character: '˙' | Code: 729 | Mapped: 'ת'
724| Character: '‰' | Code: 8240 | Mapped: 'ה'
725| Character: '\n' | Code: 10 | Mapped: '\n'
726| Character: '6' | Code: 54 | Mapped: '6'
727| Character: '4' | Code: 52 | Mapped: '4'
728| Character: '\n' | Code: 10 | Mapped: '\n'
729| Character: 'Ï' | Code: 207 | Mapped: 'ל'
730| Character: '"' | Code: 34 | Mapped: '"'
731| Character: 'Ê' | Code: 202 | Mapped: 'ז'
732| Character: '¯' | Code: 175 | Mapped: 'ר'
733| Character: ' ' | Code: 32 | Mapped: ' '
734| Character: '¯' | Code: 175 | Mapped: 'ר'
735| Character: 'Ó' | Code: 211 | Mapped: 'מ'
736| Character: '‡' | Code: 8225 | Mapped: 'א'
737| Character: 'Ó' | Code: 211 | Mapped: 'מ'
738| Character: '·' | Code: 183 | Mapped: 'ב'
739| Character: ' ' | Code: 32 | Mapped: ' '
740| Character: '\n' | Code: 10 | Mapped: '\n'
741| Character: '6' | Code: 54 | Mapped: '6'
742| Character: '5' | Code: 53 | Mapped: '5'
743| Character: '\n' | Code: 10 | Mapped: '\n'
744| Character: '˜' | Code: 732 | Mapped: 'ק'
745| Character: 'Â' | Code: 194 | Mapped: 'ו'
746| Character: 'Ò' | Code: 210 | Mapped: 'ס'
747| Character: 'Ù' | Code: 217 | Mapped: 'פ'
748| Character: '‰' | Code: 8240 | Mapped: 'ה'
749| Character: ' ' | Code: 32 | Mapped: ' '
750| Character: 'Ï' | Code: 207 | Mapped: 'ל'
751| Character: 'Ú' | Code: 218 | Mapped: 'ע'
752| Character: ' ' | Code: 32 | Mapped: ' '
753| Character: '\n' | Code: 10 | Mapped: '\n'
754| Character: '6' | Code: 54 | Mapped: '6'
755| Character: '6' | Code: 54 | Mapped: '6'
756| Character: '\n' | Code: 10 | Mapped: '\n'
757| Character: '‡' | Code: 8225 | Mapped: 'א'
758| Character: 'È' | Code: 200 | Mapped: 'י'
759| Character: '‰' | Code: 8240 | Mapped: 'ה'
760| Character: ' ' | Code: 32 | Mapped: ' '
761| Character: '‰' | Code: 8240 | Mapped: 'ה'
762| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
763| Character: 'Â' | Code: 194 | Mapped: 'ו'
764| Character: 'Â' | Code: 194 | Mapped: 'ו'
765| Character: 'Î' | Code: 206 | Mapped: 'כ'
766| Character: '‰' | Code: 8240 | Mapped: 'ה'
767| Character: '˘' | Code: 728 | Mapped: 'ש'
768| Character: ' ' | Code: 32 | Mapped: ' '
769| Character: ',' | Code: 44 | Mapped: ','
770| Character: 'Â' | Code: 194 | Mapped: 'ו'
771| Character: 'È' | Code: 200 | Mapped: 'י'
772| Character: '˙' | Code: 729 | Mapped: 'ת'
773| Character: 'Â' | Code: 194 | Mapped: 'ו'
774| Character: '„' | Code: 8222 | Mapped: 'ד'
775| Character: 'Ó' | Code: 211 | Mapped: 'מ'
776| Character: 'Ï' | Code: 207 | Mapped: 'ל'
777| Character: ' ' | Code: 32 | Mapped: ' '
778| Character: '‡' | Code: 8225 | Mapped: 'א'
779| Character: 'Ï' | Code: 207 | Mapped: 'ל'
780| Character: 'Â' | Code: 194 | Mapped: 'ו'
781| Character: ' ' | Code: 32 | Mapped: ' '
782| Character: 'Â' | Code: 194 | Mapped: 'ו'
783| Character: 'È' | Code: 200 | Mapped: 'י'
784| Character: 'Ï' | Code: 207 | Mapped: 'ל'
785| Character: '‡' | Code: 8225 | Mapped: 'א'
786| Character: ' ' | Code: 32 | Mapped: ' '
787| Character: ',' | Code: 44 | Mapped: ','
788| Character: 'Â' | Code: 194 | Mapped: 'ו'
789| Character: 'È' | Code: 200 | Mapped: 'י'
790| Character: 'Ï' | Code: 207 | Mapped: 'ל'
791| Character: '‡' | Code: 8225 | Mapped: 'א'
792| Character: ' ' | Code: 32 | Mapped: ' '
793| Character: 'Â' | Code: 194 | Mapped: 'ו'
794| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
795| Character: 'È' | Code: 200 | Mapped: 'י'
796| Character: '‡' | Code: 8225 | Mapped: 'א'
797| Character: '¯' | Code: 175 | Mapped: 'ר'
798| Character: '˜' | Code: 732 | Mapped: 'ק'
799| Character: ' ' | Code: 32 | Mapped: ' '
800| Character: 'Ï' | Code: 207 | Mapped: 'ל'
801| Character: 'Î' | Code: 206 | Mapped: 'כ'
802| Character: '·' | Code: 183 | Mapped: 'ב'
803| Character: ' ' | Code: 32 | Mapped: ' '
804| Character: 'Â' | Code: 194 | Mapped: 'ו'
805| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
806| Character: 'È' | Code: 200 | Mapped: 'י'
807| Character: '˜' | Code: 732 | Mapped: 'ק'
808| Character: 'Ï' | Code: 207 | Mapped: 'ל'
809| Character: '‡' | Code: 8225 | Mapped: 'א'
810| Character: ' ' | Code: 32 | Mapped: ' '
811| Character: "'" | Code: 39 | Mapped: "'"
812| Character: 'È' | Code: 200 | Mapped: 'י'
813| Character: 'Â' | Code: 194 | Mapped: 'ו'
814| Character: '‰' | Code: 8240 | Mapped: 'ה'
815| Character: 'Î' | Code: 206 | Mapped: 'כ'
816| Character: ' ' | Code: 32 | Mapped: ' '
817| Character: 'È' | Code: 200 | Mapped: 'י'
818| Character: 'Ó' | Code: 211 | Mapped: 'מ'
819| Character: '\n' | Code: 10 | Mapped: '\n'
820| Character: ' ' | Code: 32 | Mapped: ' '
821| Character: '˙' | Code: 729 | Mapped: 'ת'
822| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
823| Character: 'Â' | Code: 194 | Mapped: 'ו'
824| Character: 'Â' | Code: 194 | Mapped: 'ו'
825| Character: 'Î' | Code: 206 | Mapped: 'כ'
826| Character: ' ' | Code: 32 | Mapped: ' '
827| Character: 'È' | Code: 200 | Mapped: 'י'
828| Character: '¯' | Code: 175 | Mapped: 'ר'
829| Character: '‰' | Code: 8240 | Mapped: 'ה'
830| Character: 'Â' | Code: 194 | Mapped: 'ו'
831| Character: ' ' | Code: 32 | Mapped: ' '
832| Character: ',' | Code: 44 | Mapped: ','
833| Character: "'" | Code: 39 | Mapped: "'"
834| Character: '˙' | Code: 729 | Mapped: 'ת'
835| Character: 'È' | Code: 200 | Mapped: 'י'
836| Character: ' ' | Code: 32 | Mapped: ' '
837| Character: 'Â' | Code: 194 | Mapped: 'ו'
838| Character: '˙' | Code: 729 | Mapped: 'ת'
839| Character: 'Â' | Code: 194 | Mapped: 'ו'
840| Character: '‰' | Code: 8240 | Mapped: 'ה'
841| Character: 'Ó' | Code: 211 | Mapped: 'מ'
842| Character: 'Â' | Code: 194 | Mapped: 'ו'
843| Character: ' ' | Code: 32 | Mapped: ' '
844| Character: 'Â' | Code: 194 | Mapped: 'ו'
845| Character: '˙' | Code: 729 | Mapped: 'ת'
846| Character: 'Â' | Code: 194 | Mapped: 'ו'
847| Character: 'Ó' | Code: 211 | Mapped: 'מ'
848| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
849| Character: 'Ú' | Code: 218 | Mapped: 'ע'
850| Character: 'Ï' | Code: 207 | Mapped: 'ל'
851| Character: '\n' | Code: 10 | Mapped: '\n'
852| Character: 'Ì' | Code: 204 | Mapped: 'ם'
853| Character: '˙' | Code: 729 | Mapped: 'ת'
854| Character: 'Ï' | Code: 207 | Mapped: 'ל'
855| Character: 'Ù' | Code: 217 | Mapped: 'פ'
856| Character: '˙' | Code: 729 | Mapped: 'ת'
857| Character: '·' | Code: 183 | Mapped: 'ב'
858| Character: ' ' | Code: 32 | Mapped: ' '
859| Character: 'Ì' | Code: 204 | Mapped: 'ם'
860| Character: 'È' | Code: 200 | Mapped: 'י'
861| Character: '˘' | Code: 728 | Mapped: 'ש'
862| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
863| Character: '‰' | Code: 8240 | Mapped: 'ה'
864| Character: 'Â' | Code: 194 | Mapped: 'ו'
865| Character: ' ' | Code: 32 | Mapped: ' '
866| Character: 'ı' | Code: 305 | Mapped: 'ץ'
867| Character: '¯' | Code: 175 | Mapped: 'ר'
868| Character: '‡' | Code: 8225 | Mapped: 'א'
869| Character: '‰' | Code: 8240 | Mapped: 'ה'
870| Character: ' ' | Code: 32 | Mapped: ' '
871| Character: 'È' | Code: 200 | Mapped: 'י'
872| Character: 'Ó' | Code: 211 | Mapped: 'מ'
873| Character: 'Ú' | Code: 218 | Mapped: 'ע'
874| Character: 'Â' | Code: 194 | Mapped: 'ו'
875| Character: ' ' | Code: 32 | Mapped: ' '
876| Character: 'Ì' | Code: 204 | Mapped: 'ם'
877| Character: 'È' | Code: 200 | Mapped: 'י'
878| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
879| Character: 'Ë' | Code: 203 | Mapped: 'ט'
880| Character: '˜' | Code: 732 | Mapped: 'ק'
881| Character: '‰' | Code: 8240 | Mapped: 'ה'
882| Character: '\n' | Code: 10 | Mapped: '\n'
883| Character: '¯' | Code: 175 | Mapped: 'ר'
884| Character: 'Ó' | Code: 211 | Mapped: 'מ'
885| Character: '‡' | Code: 8225 | Mapped: 'א'
886| Character: 'Ó' | Code: 211 | Mapped: 'מ'
887| Character: 'Î' | Code: 206 | Mapped: 'כ'
888| Character: 'Â' | Code: 194 | Mapped: 'ו'
889| Character: ' ' | Code: 32 | Mapped: ' '
890| Character: ',' | Code: 44 | Mapped: ','
891| Character: "'" | Code: 39 | Mapped: "'"
892| Character: '˙' | Code: 729 | Mapped: 'ת'
893| Character: 'È' | Code: 200 | Mapped: 'י'
894| Character: ' ' | Code: 32 | Mapped: ' '
895| Character: 'Â' | Code: 194 | Mapped: 'ו'
896| Character: '˙' | Code: 729 | Mapped: 'ת'
897| Character: 'Â' | Code: 194 | Mapped: 'ו'
898| Character: '‰' | Code: 8240 | Mapped: 'ה'
899| Character: 'Ó' | Code: 211 | Mapped: 'מ'
900| Character: 'Â' | Code: 194 | Mapped: 'ו'
901| Character: ' ' | Code: 32 | Mapped: ' '
902| Character: 'Â' | Code: 194 | Mapped: 'ו'
903| Character: '˙' | Code: 729 | Mapped: 'ת'
904| Character: 'Â' | Code: 194 | Mapped: 'ו'
905| Character: 'Ó' | Code: 211 | Mapped: 'מ'
906| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
907| Character: 'Ú' | Code: 218 | Mapped: 'ע'
908| Character: 'Ï' | Code: 207 | Mapped: 'ל'
909| Character: ' ' | Code: 32 | Mapped: ' '
910| Character: '‡' | Code: 8225 | Mapped: 'א'
911| Character: 'È' | Code: 200 | Mapped: 'י'
912| Character: '‰' | Code: 8240 | Mapped: 'ה'
913| Character: '\n' | Code: 10 | Mapped: '\n'
914| Character: '6' | Code: 54 | Mapped: '6'
915| Character: '7' | Code: 55 | Mapped: '7'
916| Character: '\n' | Code: 10 | Mapped: '\n'
917| Character: ',' | Code: 44 | Mapped: ','
918| Character: '˜' | Code: 732 | Mapped: 'ק'
919| Character: 'Â' | Code: 194 | Mapped: 'ו'
920| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
921| Character: 'È' | Code: 200 | Mapped: 'י'
922| Character: '˙' | Code: 729 | Mapped: 'ת'
923| Character: '‰' | Code: 8240 | Mapped: 'ה'
924| Character: ' ' | Code: 32 | Mapped: ' '
925| Character: '‰' | Code: 8240 | Mapped: 'ה'
926| Character: 'Ê' | Code: 202 | Mapped: 'ז'
927| Character: ' ' | Code: 32 | Mapped: ' '
928| Character: '˙' | Code: 729 | Mapped: 'ת'
929| Character: 'Ú' | Code: 218 | Mapped: 'ע'
930| Character: '„' | Code: 8222 | Mapped: 'ד'
931| Character: 'Ï' | Code: 207 | Mapped: 'ל'
932| Character: ' ' | Code: 32 | Mapped: ' '
933| Character: 'Ï' | Code: 207 | Mapped: 'ל'
934| Character: 'Ï' | Code: 207 | Mapped: 'ל'
935| Character: 'Ù' | Code: 217 | Mapped: 'פ'
936| Character: '˙' | Code: 729 | Mapped: 'ת'
937| Character: 'Ó' | Code: 211 | Mapped: 'מ'
938| Character: ' ' | Code: 32 | Mapped: ' '
939| Character: 'È' | Code: 200 | Mapped: 'י'
940| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
941| Character: '‡' | Code: 8225 | Mapped: 'א'
942| Character: ' ' | Code: 32 | Mapped: ' '
943| Character: '\n' | Code: 10 | Mapped: '\n'
944| Character: 'Ï' | Code: 207 | Mapped: 'ל'
945| Character: 'Î' | Code: 206 | Mapped: 'כ'
946| Character: '·' | Code: 183 | Mapped: 'ב'
947| Character: '„' | Code: 8222 | Mapped: 'ד'
948| Character: ' ' | Code: 32 | Mapped: ' '
949| Character: 'Ô' | Code: 212 | Mapped: 'ן'
950| Character: 'Ù' | Code: 217 | Mapped: 'פ'
951| Character: 'Â' | Code: 194 | Mapped: 'ו'
952| Character: '‡' | Code: 8225 | Mapped: 'א'
953| Character: '·' | Code: 183 | Mapped: 'ב'
954| Character: 'Â' | Code: 194 | Mapped: 'ו'
955| Character: ' ' | Code: 32 | Mapped: ' '
956| Character: ',' | Code: 44 | Mapped: ','
957| Character: 'Â' | Code: 194 | Mapped: 'ו'
958| Character: 'È' | Code: 200 | Mapped: 'י'
959| Character: '˙' | Code: 729 | Mapped: 'ת'
960| Character: 'Â' | Code: 194 | Mapped: 'ו'
961| Character: '„' | Code: 8222 | Mapped: 'ד'
962| Character: 'Ó' | Code: 211 | Mapped: 'מ'
963| Character: 'Ï' | Code: 207 | Mapped: 'ל'
964| Character: ' ' | Code: 32 | Mapped: ' '
965| Character: '‡' | Code: 8225 | Mapped: 'א'
966| Character: 'Ï' | Code: 207 | Mapped: 'ל'
967| Character: 'Â' | Code: 194 | Mapped: 'ו'
968| Character: ' ' | Code: 32 | Mapped: ' '
969| Character: 'Â' | Code: 194 | Mapped: 'ו'
970| Character: 'È' | Code: 200 | Mapped: 'י'
971| Character: 'Ï' | Code: 207 | Mapped: 'ל'
972| Character: '‡' | Code: 8225 | Mapped: 'א'
973| Character: ' ' | Code: 32 | Mapped: ' '
974| Character: ',' | Code: 44 | Mapped: ','
975| Character: '˙' | Code: 729 | Mapped: 'ת'
976| Character: 'Â' | Code: 194 | Mapped: 'ו'
977| Character: 'Ó' | Code: 211 | Mapped: 'מ'
978| Character: 'ˆ' | Code: 710 | Mapped: 'צ'
979| Character: 'Ú' | Code: 218 | Mapped: 'ע'
980| Character: '‰' | Code: 8240 | Mapped: 'ה'
981| Character: ' ' | Code: 32 | Mapped: ' '
982| Character: 'Ï' | Code: 207 | Mapped: 'ל'
983| Character: '‡' | Code: 8225 | Mapped: 'א'
984| Character: ' ' | Code: 32 | Mapped: ' '
985| Character: '‡' | Code: 8225 | Mapped: 'א'
986| Character: 'È' | Code: 200 | Mapped: 'י'
987| Character: '‰' | Code: 8240 | Mapped: 'ה'
988| Character: ' ' | Code: 32 | Mapped: ' '
989| Character: '˜' | Code: 732 | Mapped: 'ק'
990| Character: 'Â' | Code: 194 | Mapped: 'ו'
991| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
992| Character: 'È' | Code: 200 | Mapped: 'י'
993| Character: '˙' | Code: 729 | Mapped: 'ת'
994| Character: '‰' | Code: 8240 | Mapped: 'ה'
995| Character: ' ' | Code: 32 | Mapped: ' '
996| Character: '˙' | Code: 729 | Mapped: 'ת'
997| Character: 'Ï' | Code: 207 | Mapped: 'ל'
998| Character: 'Ù' | Code: 217 | Mapped: 'פ'
999| Character: '˙' | Code: 729 | Mapped: 'ת'
1000| Character: '˘' | Code: 728 | Mapped: 'ש'
1001| Character: '\n' | Code: 10 | Mapped: '\n'
1002| Character: '‡' | Code: 8225 | Mapped: 'א'
1003| Character: 'È' | Code: 200 | Mapped: 'י'
1004| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1005| Character: '˙' | Code: 729 | Mapped: 'ת'
1006| Character: '·' | Code: 183 | Mapped: 'ב'
1007| Character: ' ' | Code: 32 | Mapped: ' '
1008| Character: '‡' | Code: 8225 | Mapped: 'א'
1009| Character: '˙' | Code: 729 | Mapped: 'ת'
1010| Character: 'È' | Code: 200 | Mapped: 'י'
1011| Character: '‡' | Code: 8225 | Mapped: 'א'
1012| Character: '„' | Code: 8222 | Mapped: 'ד'
1013| Character: 'Î' | Code: 206 | Mapped: 'כ'
1014| Character: ' ' | Code: 32 | Mapped: ' '
1015| Character: ',' | Code: 44 | Mapped: ','
1016| Character: 'Â' | Code: 194 | Mapped: 'ו'
1017| Character: 'È' | Code: 200 | Mapped: 'י'
1018| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1019| Character: '‡' | Code: 8225 | Mapped: 'א'
1020| Character: ' ' | Code: 32 | Mapped: ' '
1021| Character: 'Â' | Code: 194 | Mapped: 'ו'
1022| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1023| Character: 'È' | Code: 200 | Mapped: 'י'
1024| Character: '‡' | Code: 8225 | Mapped: 'א'
1025| Character: '¯' | Code: 175 | Mapped: 'ר'
1026| Character: '˜' | Code: 732 | Mapped: 'ק'
1027| Character: '\n' | Code: 10 | Mapped: '\n'
1028| Character: '6' | Code: 54 | Mapped: '6'
1029| Character: '8' | Code: 56 | Mapped: '8'
1030| Character: '\n' | Code: 10 | Mapped: '\n'
1031| Character: ',' | Code: 44 | Mapped: ','
1032| Character: 'Â' | Code: 194 | Mapped: 'ו'
1033| Character: 'È' | Code: 200 | Mapped: 'י'
1034| Character: '·' | Code: 183 | Mapped: 'ב'
1035| Character: '‡' | Code: 8225 | Mapped: 'א'
1036| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1037| Character: ' ' | Code: 32 | Mapped: ' '
1038| Character: '‡' | Code: 8225 | Mapped: 'א'
1039| Character: '¯' | Code: 175 | Mapped: 'ר'
1040| Character: 'Â' | Code: 194 | Mapped: 'ו'
1041| Character: '˜' | Code: 732 | Mapped: 'ק'
1042| Character: '‰' | Code: 8240 | Mapped: 'ה'
1043| Character: ' ' | Code: 32 | Mapped: ' '
1044| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1045| Character: '·' | Code: 183 | Mapped: 'ב'
1046| Character: 'Î' | Code: 206 | Mapped: 'כ'
1047| Character: ' ' | Code: 32 | Mapped: ' '
1048| Character: '‡' | Code: 8225 | Mapped: 'א'
1049| Character: 'Â' | Code: 194 | Mapped: 'ו'
1050| Character: '‰' | Code: 8240 | Mapped: 'ה'
1051| Character: ' ' | Code: 32 | Mapped: ' '
1052| Character: '‰' | Code: 8240 | Mapped: 'ה'
1053| Character: '‡' | Code: 8225 | Mapped: 'א'
1054| Character: 'È' | Code: 200 | Mapped: 'י'
1055| Character: '¯' | Code: 175 | Mapped: 'ר'
1056| Character: '˜' | Code: 732 | Mapped: 'ק'
1057| Character: '‰' | Code: 8240 | Mapped: 'ה'
1058| Character: ' ' | Code: 32 | Mapped: ' '
1059| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1060| Character: 'È' | Code: 200 | Mapped: 'י'
1061| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1062| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1063| Character: '˘' | Code: 728 | Mapped: 'ש'
1064| Character: ' ' | Code: 32 | Mapped: ' '
1065| Character: '\n' | Code: 10 | Mapped: '\n'
1066| Character: '.' | Code: 46 | Mapped: '.'
1067| Character: 'Â' | Code: 194 | Mapped: 'ו'
1068| Character: '¯' | Code: 175 | Mapped: 'ר'
1069| Character: 'È' | Code: 200 | Mapped: 'י'
1070| Character: '·' | Code: 183 | Mapped: 'ב'
1071| Character: 'Á' | Code: 193 | Mapped: 'ח'
1072| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1073| Character: ' ' | Code: 32 | Mapped: ' '
1074| Character: '‡' | Code: 8225 | Mapped: 'א'
1075| Character: '¯' | Code: 175 | Mapped: 'ר'
1076| Character: 'Â' | Code: 194 | Mapped: 'ו'
1077| Character: '˜' | Code: 732 | Mapped: 'ק'
1078| Character: '‰' | Code: 8240 | Mapped: 'ה'
1079| Character: ' ' | Code: 32 | Mapped: ' '
1080| Character: 'Ì' | Code: 204 | Mapped: 'ם'
1081| Character: '„' | Code: 8222 | Mapped: 'ד'
1082| Character: '‡' | Code: 8225 | Mapped: 'א'
1083| Character: 'Î' | Code: 206 | Mapped: 'כ'
1084| Character: ' ' | Code: 32 | Mapped: ' '
1085| Character: ',' | Code: 44 | Mapped: ','
1086| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1087| Character: 'Î' | Code: 206 | Mapped: 'כ'
1088| Character: ' ' | Code: 32 | Mapped: ' '
1089| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1090| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1091| Character: ' ' | Code: 32 | Mapped: ' '
1092| Character: '¯' | Code: 175 | Mapped: 'ר'
1093| Character: '˙' | Code: 729 | Mapped: 'ת'
1094| Character: 'È' | Code: 200 | Mapped: 'י'
1095| Character: 'Â' | Code: 194 | Mapped: 'ו'
1096| Character: '\n' | Code: 10 | Mapped: '\n'
1097| Character: '(' | Code: 40 | Mapped: '('
1098| Character: 'Ê' | Code: 202 | Mapped: 'ז'
1099| Character: '\n' | Code: 10 | Mapped: '\n'
1100| Character: 'ô' | Code: 244 | Mapped: 'צ'
1101| Character: '"' | Code: 34 | Mapped: '"'
1102| Character: 'ò' | Code: 242 | Mapped: 'ע'
1103| Character: 'å' | Code: 229 | Mapped: 'ו'
1104| Character: '\n' | Code: 10 | Mapped: '\n'
1105| Character: '‡' | Code: 8225 | Mapped: 'א'
1106| Character: '˙' | Code: 729 | Mapped: 'ת'
1107| Character: '·' | Code: 183 | Mapped: 'ב'
1108| Character: '˜' | Code: 732 | Mapped: 'ק'
1109| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1110| Character: '„' | Code: 8222 | Mapped: 'ד'
1111| Character: ' ' | Code: 32 | Mapped: ' '
1112| Character: '‡' | Code: 8225 | Mapped: 'א'
1113| Character: '¯' | Code: 175 | Mapped: 'ר'
1114| Character: '„' | Code: 8222 | Mapped: 'ד'
1115| Character: '·' | Code: 183 | Mapped: 'ב'
1116| Character: ' ' | Code: 32 | Mapped: ' '
1117| Character: 'Â' | Code: 194 | Mapped: 'ו'
1118| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1119| Character: 'È' | Code: 200 | Mapped: 'י'
1120| Character: '˙' | Code: 729 | Mapped: 'ת'
1121| Character: '„' | Code: 8222 | Mapped: 'ד'
1122| Character: 'Â' | Code: 194 | Mapped: 'ו'
1123| Character: '·' | Code: 183 | Mapped: 'ב'
1124| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1125| Character: 'Â' | Code: 194 | Mapped: 'ו'
1126| Character: ' ' | Code: 32 | Mapped: ' '
1127| Character: 'Â' | Code: 194 | Mapped: 'ו'
1128| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1129| Character: 'È' | Code: 200 | Mapped: 'י'
1130| Character: '˘' | Code: 728 | Mapped: 'ש'
1131| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1132| Character: 'Ó' | Code: 211 | Mapped: 'מ'
1133| Character: ' ' | Code: 32 | Mapped: ' '
1134| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1135| Character: 'È' | Code: 200 | Mapped: 'י'
1136| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1137| Character: 'Ú' | Code: 218 | Mapped: 'ע'
1138| Character: ' ' | Code: 32 | Mapped: ' '
1139| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1140| Character: 'Î' | Code: 206 | Mapped: 'כ'
1141| Character: 'Â' | Code: 194 | Mapped: 'ו'
1142| Character: '˙' | Code: 729 | Mapped: 'ת'
1143| Character: ' ' | Code: 32 | Mapped: ' '
1144| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1145| Character: '·' | Code: 183 | Mapped: 'ב'
1146| Character: 'Â' | Code: 194 | Mapped: 'ו'
1147| Character: 'È' | Code: 200 | Mapped: 'י'
1148| Character: ' ' | Code: 32 | Mapped: ' '
1149| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1150| Character: '"' | Code: 34 | Mapped: '"'
1151| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1152| Character: '‰' | Code: 8240 | Mapped: 'ה'
1153| Character: ' ' | Code: 32 | Mapped: ' '
1154| Character: 'Ï' | Code: 207 | Mapped: 'ל'
1155| Character: 'Î' | Code: 206 | Mapped: 'כ'
1156| Character: '\n' | Code: 10 | Mapped: '\n'
1157| Character: '‰' | Code: 8240 | Mapped: 'ה'
1158| Character: 'Ò' | Code: 210 | Mapped: 'ס'
1159| Character: 'Î' | Code: 206 | Mapped: 'כ'
1160| Character: 'È' | Code: 200 | Mapped: 'י'
1161| Character: ' ' | Code: 32 | Mapped: ' '
1162| Character: 'Í' | Code: 205 | Mapped: 'ך'
1163| Character: '˘' | Code: 728 | Mapped: 'ש'
1164| Character: 'Â' | Code: 194 | Mapped: 'ו'
1165| Character: 'Á' | Code: 193 | Mapped: 'ח'
1166| Character: '‰' | Code: 8240 | Mapped: 'ה'
1167| Character: ' ' | Code: 32 | Mapped: ' '
1168| Character: '¯' | Code: 175 | Mapped: 'ר'
1169| Character: '˘' | Code: 728 | Mapped: 'ש'
1170| Character: '‡' | Code: 8225 | Mapped: 'א'
1171| Character: ' ' | Code: 32 | Mapped: ' '
1172| Character: '‰' | Code: 8240 | Mapped: 'ה'
1173| Character: 'Ê' | Code: 202 | Mapped: 'ז'
1174| Character: 'Î' | Code: 206 | Mapped: 'כ'
1175| Character: ' ' | Code: 32 | Mapped: ' '
1176| Character: 'Ô' | Code: 212 | Mapped: 'ן'
1177| Character: 'Ó' | Code: 211 | Mapped: 'מ'
1178| Character: 'Ê' | Code: 202 | Mapped: 'ז'
1179| Character: '·' | Code: 183 | Mapped: 'ב'
1180| Character: ' ' | Code: 32 | Mapped: ' '
1181| Character: 'Â' | Code: 194 | Mapped: 'ו'
1182| Character: '\uf8ff' | Code: 63743 | Mapped: 'נ'
1183| Character: '˙' | Code: 729 | Mapped: 'ת'
1184| Character: 'Â' | Code: 194 | Mapped: 'ו'
1185| Character: 'È' | Code: 200 | Mapped: 'י'
1186| Character: '‰' | Code: 8240 | Mapped: 'ה'
1187| Character: '·' | Code: 183 | Mapped: 'ב'
1188| Character: ' ' | Code: 32 | Mapped: ' '
1189| Character: '‡' | Code: 8225 | Mapped: 'א'
1190| Character: '˜' | Code: 732 | Mapped: 'ק'
1191| Character: 'Â' | Code: 194 | Mapped: 'ו'
1192| Character: '„' | Code: 8222 | Mapped: 'ד'
1193| Character: '˘' | Code: 728 | Mapped: 'ש'
1194| Character: ' ' | Code: 32 | Mapped: ' '
